OTU_ID	HaZm1	HaZm2	HaZm3	HaZm4	HaZm5	HaZm6	HaZm7	HaZm8	HaZm9	HaZm10	ZmGm1	ZmGm2	ZmGm3	ZmGm4	ZmGm5	ZmGm6	ZmGm7	ZmGm8	ZmGm9	ZmGm10	TaGm1	TaGm2	TaGm3	TaGm4	TaGm5	TaGm6	TaGm7	TaGm8	TaGm9	TaGm10	ZmZm1	ZmZm2	ZmZm3	ZmZm4	ZmZm5	ZmZm6	ZmZm7	ZmZm8	ZmZm9	ZmZm10	GmZm1	GmZm2	GmZm3	GmZm4	GmZm5	GmZm6	GmZm7	GmZm8	GmZm9	GmZm10	GmGm1	GmGm2	GmGm3	GmGm4	GmGm5	GmGm6	GmGm7	GmGm8	GmGm9	GmGm10	PsZm1	PsZm2	PsZm3	PsZm4	PsZm5	PsZm6	PsZm7	PsZm8	PsZm9	PsZm10	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
OTU_58	623	405	766	164	113	366	919	228	415	97	184	20	147	440	470	733	179	48	128	222	137	48	104	213	363	81	132	110	118	71	142	186	34	194	109	83	754	326	184	47	231	79	107	413	284	321	210	244	295	260	86	96	36	53	61	215	51	92	189	148	143	143	118	551	86	30	131	145	137	270	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_3339	111	131	240	116	75	214	197	113	259	6	430	155	162	180	607	1024	385	103	209	34	82	3	48	67	338	105	25	91	134	37	266	103	24	92	32	58	273	452	55	26	214	380	144	509	291	341	580	164	502	341	376	149	399	407	672	363	60	104	242	107	0	14	169	97	171	6	39	20	21	59	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	13554	13	6	2	56	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU_48	0	0	0	0	0	0	0	3	0	8	4	0	1	11	0	0	0	0	5	4	2	0	0	0	0	7	0	0	0	3	1436	18	3911	356	175	24	1	8	4	7604	4	0	0	5	0	6	0	1	12	1	0	0	0	0	0	0	1	0	0	0	20	3	0	0	0	0	0	0	0	0	Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae	Eurotiales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))'
OTU_44	209	211	971	139	155	86	135	94	92	71	59	60	59	78	295	1000	226	352	143	153	170	68	147	109	371	77	107	1171	81	132	73	75	86	154	181	215	104	104	345	156	128	78	47	137	136	46	167	845	187	74	199	112	36	42	58	62	163	114	44	249	235	176	297	168	181	65	246	238	272	154	Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella	Cistella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_5664	36	450	113	418	383	0	6	4	8	19	319	0	11	1	220	379	553	4	239	217	126	1	31	199	50	3	71	3	0	1	2743	484	179	232	21	6	76	13	2	51	1328	67	14	688	307	213	444	70	470	10	15	60	84	318	252	172	116	126	614	3	0	0	0	0	10	0	0	0	0	3	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_71	0	2	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	3991	0	3	2	1	3	2	0	1	0	0	0	0	0	0	0	75	0	0	3	1	2	8363	8	3	1	2	2	3	0	0	510	0	1	1	0	1	0	1	0	0	0	0	0	0	0	11	0	0	Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria	Laetisaria	13	Pathotroph	Plant Pathogen	Corticioid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_60	757	248	401	97	208	58	8	14	15	43	54	1	2	0	2	1256	33	0	26	6	16	23	157	0	0	460	1	45	105	0	239	7	450	20	621	13	145	126	12	155	3535	21	384	37	956	16	27	479	34	180	6	1	19	561	15	28	1	90	9	435	0	0	2	0	0	0	0	6	3	34	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis	Rhizophagus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_76	233	52	186	89	122	79	152	56	83	6	358	22	106	364	293	1263	713	27	387	310	242	44	262	277	140	63	110	57	139	66	448	105	22	177	41	75	159	139	103	26	145	65	136	252	203	213	272	73	124	163	68	265	62	120	259	591	53	159	418	144	62	61	56	279	22	8	76	22	67	74	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_52	38	19	60	87	29	78	26	26	43	66	54	14	38	22	66	1327	127	23	79	97	27	64	92	83	91	284	33	48	47	3917	79	28	43	40	65	28	7	22	15	12	56	11	306	140	82	95	33	30	97	2174	25	83	7	20	30	123	80	17	64	38	85	21	104	77	35	104	148	81	90	20	Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae	Chaetomiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Dung Saprotroph-Endophyte-Epiphyte-Plant Saprotroph-Wood Saprotroph	Microfungus	Soft Rot	Possible	Saprobic, acting as key decay organisms of plant materials and plant-derived commodities (Cannon & Kirk 2007); Epiphyte detection method-culture (Massimo et al. 2015); Endophyte detection method-culture (Busby et al. 2016, David et al. 2016); Likely opportunistic human pathogen (Irinyi et al. 2015)	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge ((https://isbnsearch.org/isbn/9780851998275));  Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); Busby PE, et al. 2016. New Phytologist 209:1681-1692 ((https://doi.org/10.1111/nph.13742)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6))'
OTU_50	85	75	144	101	83	216	198	122	204	59	170	64	119	206	184	123	205	172	273	419	153	66	140	179	237	200	136	105	138	84	72	62	113	328	98	204	70	167	148	65	156	26	78	86	189	309	179	87	140	84	83	173	40	150	205	169	62	70	95	452	385	174	225	269	125	40	289	237	518	241	Fungi,Ascomycota,Sordariomycetes,Hypocreales	Hypocreales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))'
OTU_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	10004	4	3	4	23	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU_68	10	18	0	0	0	0	18	0	0	0	0	0	0	0	0	23	3	0	0	0	3874	1	2	20	4	3	1085	6	2	4	1	0	4	21	7	1	87	4	2313	1	2	0	180	38	0	1	0	1300	0	4	20	0	2	23	0	198	4	3	0	1	1	112	0	50	1	4	0	0	179	147	Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylella	Dactylella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_54	245	107	254	88	71	106	85	62	76	25	202	17	186	598	263	791	243	51	444	195	136	51	60	237	241	97	50	128	63	119	100	45	41	45	51	118	205	225	64	37	162	64	140	333	170	145	203	137	88	226	39	146	18	43	101	278	25	89	535	37	13	59	22	156	25	10	63	68	69	52	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_59	881	0	3	138	1458	13	11	63	619	11	6	0	0	588	82	22	0	0	0	3	209	5	393	14	63	69	14	23	16	114	106	2	2	4	1	13	101	423	1183	11	18	9	71	3	2	4	59	0	0	718	413	0	8	3	12	11	21	167	0	9	4	30	2	3	85	1266	1	0	14	15	Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae	Orbiliaceae	9	Saprotroph	Wood Saprotroph	Microfungus	NULL	Probable	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU_93	101	201	136	48	58	123	195	114	171	28	114	17	274	333	214	108	178	247	403	430	71	91	278	256	78	34	77	120	69	139	230	155	81	226	241	126	128	104	85	174	72	34	93	78	142	107	66	23	54	83	72	62	17	40	43	141	39	37	68	265	123	28	16	79	73	16	221	212	324	207	Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales	Paraglomerales	7	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_67	301	105	262	64	78	72	3	12	13	20	63	11	33	4	5	3483	19	0	23	7	7	0	84	6	1	269	0	40	65	1	82	0	149	77	303	78	53	47	6	59	1603	21	108	111	377	12	9	170	17	70	19	8	6	212	10	75	0	38	1	185	3	2	0	0	0	0	0	1	0	18	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis	Rhizophagus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_64	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1	0	0	45	7770	244	3	0	265	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_clavatus	Aspergillus	13	 Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Saprotroph-Soil Saprotroph-Undefined Saprotroph-Wood Saprotroph	Microfungus	NULL	Probable	NULL	b'Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))'
OTU_79	55	90	123	120	6	194	321	54	82	32	99	13	122	522	156	57	28	196	186	196	68	30	48	228	67	125	196	150	186	58	15	33	35	81	32	24	178	92	17	54	95	46	78	53	52	103	70	95	230	295	96	124	17	53	41	216	16	40	94	30	172	170	31	394	159	22	60	147	107	299	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus	Septoglomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_69	26	65	73	21	60	137	121	1608	142	32	81	22	61	28	274	93	96	59	242	109	36	32	92	90	48	102	239	42	108	34	81	36	22	154	66	182	113	36	82	47	38	13	44	67	63	159	42	50	108	90	39	86	38	278	48	17	16	27	119	109	121	24	102	496	213	32	104	62	81	55	Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'
OTU_98	10	49	70	136	22	44	41	9	73	51	64	12	31	21	117	375	375	36	83	201	52	102	53	74	72	33	44	53	404	36	50	79	52	36	91	192	18	19	38	23	119	16	61	59	56	76	139	76	52	1808	31	215	38	43	48	47	9	13	120	106	69	16	255	112	292	23	137	109	72	87	Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Staphylotrichum,Staphylotrichum_coccosporum	Staphylotrichum	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_80	42	72	56	45	24	83	105	16	98	0	134	69	48	101	302	683	126	58	159	18	48	0	18	31	22	71	17	38	51	2	98	40	11	60	21	17	165	114	36	6	70	183	60	315	128	174	374	41	303	155	219	48	259	230	309	179	23	44	176	67	13	3	12	73	40	1	37	18	0	25	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_intraradices	Rhizophagus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_693	0	0	6	159	398	12	2	315	0	2	3	4	0	22	53	488	2941	11	6	7	0	0	19	0	0	0	51	0	0	123	0	405	0	1	0	188	0	177	5	1	0	0	0	6	0	63	0	0	0	21	2	6	0	0	0	0	290	31	1	0	0	148	27	0	27	2	0	69	14	37	Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Efibulobasidium	Efibulobasidium	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Possible	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM)'
OTU_127	67	71	40	138	15	75	79	39	148	50	65	28	30	25	177	16	183	45	197	479	28	28	440	59	92	28	32	14	83	7	67	131	67	122	185	17	11	58	33	8	139	16	72	68	34	109	81	36	59	78	180	48	7	50	20	23	52	32	129	340	98	23	111	131	62	36	55	80	115	75	Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Cephaliophora	Ascodesmidaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph	Microfungus	NULL	Probable	Molecular studies indicate that the family clusters within Pyronomataceae, but the latter family is widely circumscribed and may need division (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU_84	0	0	36	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3288	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5	2	0	0	1	2471	Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Waitea	Waitea	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_135	50	24	17	17	17	48	40	10	16	4	26	48	46	24	100	67	55	61	63	278	33	101	50	42	187	44	95	31	24	6	40	15	1281	63	65	25	23	26	9	21	15	28	57	52	56	31	31	69	24	325	16	75	51	47	62	79	13	36	18	93	82	93	337	104	61	22	66	266	72	46	Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria_blackeriella	Thelonectria	13	Saprotroph	Leaf Saprotroph	NULL	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Salgado-Salazar C, et al. 2013. PLoS ONE 8:e76737 ((https://doi.org/10.1371/journal.pone.0076737))'
OTU_88	8	0	2	3	9	2	7	3	3	4676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	2	0	0	0	12	0	11	0	2	0	1	0	0	611	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	79	Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae	Bionectriaceae	9	Pathotroph-Saprotroph	Algal Parasite-Bryophyte Parasite-Fungal Parasite-Undefined Saprotroph	Microfungus	NULL	Probable	Associated with plant material, especially on wood and herbaceous debris, or with algae, bryophyte or other fungi, rarely pathogenic (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU_87	2	33	19	5	7	17	382	15	17	11	120	1	159	657	949	21	141	50	281	305	2	32	226	31	64	13	79	7	74	0	62	91	17	24	51	90	35	96	528	37	32	9	0	56	0	5	26	3	67	37	0	27	6	13	23	7	0	23	4	81	42	40	33	7	48	5	27	9	42	35	Fungi,Glomeromycota,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora_eburnea	Diversispora	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_161	70	65	155	69	6	99	244	97	169	21	108	9	152	610	396	60	156	13	208	26	47	1	62	115	73	71	99	177	122	44	1	39	13	0	6	27	65	65	32	2	70	18	13	83	23	9	47	37	169	60	41	77	19	56	74	233	5	146	42	15	62	29	17	176	7	2	47	0	35	29	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_litorea	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_129	28	35	10	17	11	23	86	15	116	4	487	3	15	9	68	113	31	4	21	21	4	3	184	3	2	12	16	5	123	4	9	2	4	13	1	0	11	5	4	10	13	5	47	19	25	22	1	46	24	905	19	53	0	39	257	3	773	9	9	143	16	4	13	66	876	251	46	0	8	70	Fungi,Ascomycota,Sordariomycetes,Hypocreales	Hypocreales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))'
OTU_111	0	3	0	0	2	13	0	0	0	10	4086	4	46	14	205	13	3	3	2	3	0	2	0	0	0	0	0	32	0	0	79	16	0	0	0	4	0	45	396	3	8	0	0	23	0	0	0	196	0	0	58	0	4	0	6	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	Fungi,Ascomycota,Sordariomycetes,Hypocreales	Hypocreales	7	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))'
OTU_112	19	38	97	23	1	49	32	23	29	1	70	0	13	367	430	43	123	109	257	22	73	21	46	155	44	58	114	135	23	19	30	31	1	32	82	56	62	60	22	11	47	17	53	146	51	19	99	53	223	316	22	56	42	80	99	90	16	52	90	89	57	41	117	341	16	6	91	23	35	32	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus_claroideum	Claroideoglomus	13	Symbiotroph	Arbuscular Mycorrhizal	NULL	NULL	Highly Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU_5188	123	18	41	16	6	22	17	2	8	1	14	1	173	62	23	179	25	5	81	22	191	31	171	325	131	70	61	68	317	7	1	0	128	18	91	5	6	58	48	5	51	16	4	74	3	26	88	150	33	95	47	114	91	71	110	18	55	5	686	207	47	75	56	213	26	0	21	54	138	32	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_92	13	0	0	3	0	0	1	12	0	82	56	0	45	102	32	0	0	0	0	6	0	10	5	0	0	0	0	0	0	108	69	1	24	2	0	85	45	14	33	4	0	6	55	34	6	0	0	266	0	56	768	0	125	307	95	155	4	514	90	9	98	0	6	69	549	256	7	88	8	545	Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae	Ophiocordycipitaceae	9	Pathotroph-Symbiotroph	Endophyte-Insect Pathogen	Microfungus	NULL	Probable	A family of parasitic fungi (Sung et al. 2007)	b'Sung GH, et al. 2007. Studies in Mycology 57:5-59 ((https://doi.org/10.3114/sim.2007.57.01)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf))'
OTU_94	119	26	93	26	22	60	76	35	78	15	105	14	96	372	341	230	102	23	170	87	103	15	28	85	89	34	39	35	41	77	43	30	16	19	27	45	124	105	18	15	72	23	46	158	133	77	118	77	52	117	7	82	13	21	55	109	6	35	237	30	15	23	26	77	2	0	26	30	16	21	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_101	9	0	2	4	944	0	0	0	7	0	0	0	1	0	0	0	0	0	108	0	1362	0	1	5	0	0	21	64	1	5	0	1	1	0	0	551	0	0	0	0	0	0	0	7	145	0	0	0	0	0	0	0	0	1	0	133	5	0	0	0	0	2	1	20	1087	182	1	0	0	0	Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Efibulobasidium	Efibulobasidium	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Possible	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM)'
OTU_118	120	57	161	46	1	99	239	78	70	12	82	10	58	554	239	83	47	48	210	29	33	10	23	71	68	31	110	146	148	58	0	6	10	0	9	20	52	18	16	13	31	6	33	61	22	17	52	25	62	81	39	69	57	51	69	168	24	86	60	31	11	41	0	248	39	10	39	20	33	18	Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Microdominikia,Microdominikia_litorea	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU_96	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	130	0	110	0	0	0	0	0	0	0	0	0	4098	6	1	2	3	41	0	69	4	7	0	0	0	0	0	0	24	0	0	0	Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae	Orbiliaceae	9	Saprotroph	Wood Saprotroph	Microfungus	NULL	Probable	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
